paragraph	sentence	mid	title	start	end	notable_types
The original Duplicati project was started in June 2008 and intended to produce a graphical user interface for the Duplicity program. This included a port of the Duplicity code for use on Windows, but was dropped in September 2008 where work on a clean re-implementation began. This re-implementation includes all the sub-programs found in Duplicity, such as rdiff, ftp, etc. This initial version of Duplicati saw an initial release in June 2009.	The original Duplicati project was started in June 2008 and intended to produce a graphical user interface for the Duplicity program.	/m/0gvm4p	Duplicity_(software)	115	124	/computer/software
The original Duplicati project was started in June 2008 and intended to produce a graphical user interface for the Duplicity program. This included a port of the Duplicity code for use on Windows, but was dropped in September 2008 where work on a clean re-implementation began. This re-implementation includes all the sub-programs found in Duplicity, such as rdiff, ftp, etc. This initial version of Duplicati saw an initial release in June 2009.	This included a port of the Duplicity code for use on Windows, but was dropped in September 2008 where work on a clean re-implementation began.	/m/0gvm4p	Duplicity_(software)	28	37	/computer/software
The original Duplicati project was started in June 2008 and intended to produce a graphical user interface for the Duplicity program. This included a port of the Duplicity code for use on Windows, but was dropped in September 2008 where work on a clean re-implementation began. This re-implementation includes all the sub-programs found in Duplicity, such as rdiff, ftp, etc. This initial version of Duplicati saw an initial release in June 2009.	This re-implementation includes all the sub-programs found in Duplicity, such as rdiff, ftp, etc.	/m/0gvm4p	Duplicity_(software)	62	71	/computer/software
The Duplicity model, on which Duplicati is based, relies heavily on components in the system, such as librdiff, TcFTP and others. Since Duplicati is intended to be cross platform, and it is unlikely that all those components are available on all platforms, Duplicati re-implements the components instead. Most notably, Duplicati features an rdiff and AESCrypt implementation that work on any system that supports a CLR runtime.	The Duplicity model, on which Duplicati is based, relies heavily on components in the system, such as librdiff, TcFTP and others.	/m/0gvm4p	Duplicity_(software)	4	13	/computer/software
Stuart Cohen, CEO of Open Source Development Labs, conjectured in 2006 that Microsoft would eventually release a Linux port of Office, but no release was ever published. Other operating systems were only supported by Microsoft Office Mobile, which supports the more popular features of Microsoft Office, is available for Windows Mobile.	Other operating systems were only supported by Microsoft Office Mobile, which supports the more popular features of Microsoft Office, is available for Windows Mobile.	/m/0grx43	Microsoft_Office_Mobile	47	70	/computer/software
It is also known as one of the first viruses to implement a technique of "patchy infection", introduced in Bomber.	It is also known as one of the first viruses to implement a technique of "patchy infection", introduced in Bomber.	/m/09zj1h	Bomber_(computer_virus)	107	113	/base/crime/crime,/base/infection/computer_infection,/computer/software,/time/event
This new "DivX Media Format" also came with a "DivX Ultra Certified" profile, and all "Ultra" certified players must support all "DivX Media Format" features. While video encoded with the DivX codec is an MPEG-4 video stream, the DivX Media Format is analogous to media container formats such as Apple's QuickTime. In much the same way that media formats such as DVD specify MPEG-2 video as a part of their specification, the DivX Media Format specifies MPEG-4-compatible video as a part of its specification. However, despite the use of the ".divx" extension, this format is an extension to the AVI file format. The methods of including multiple audio and even subtitle tracks involve storing the data in RIFF headers and other such AVI hacks which have been known for quite a while, such that even VirtualDubMod supports them. DivX, Inc. did this on purpose to keep at least partial backwards compatibility with AVI, so that players that do not support the new features available to the .divx container format (like interactive menus, chapter points and XSUB subtitles) can at least play that primary video stream (usually the main movie if the DMF file contains multiple video streams like special features like bonus materials). Of course, the DivX codec and tools like Dr. DivX still support the traditional method of creating standard AVI files.	The methods of including multiple audio and even subtitle tracks involve storing the data in RIFF headers and other such AVI hacks which have been known for quite a while, such that even VirtualDubMod supports them.	/m/026hzk	VirtualDubMod	187	200	/computer/software
VirtualDub has spawned several forks, one being the abandoned VirtualDubMod which includes features such as Matroska (MKV), OGM, and Dolby AC-3 support, none of which are present in VirtualDub without the use of third-party plugins. VirtualDubMod is a unification of several earlier projects/forks, including: VirtualDub-MPEG2, VirtualDubOGM, VirtualDubAVS and more. Another example of a fork is Nandub, which enabled use of Smart Bitrate Control.	VirtualDub has spawned several forks, one being the abandoned VirtualDubMod which includes features such as Matroska (MKV), OGM, and Dolby AC-3 support, none of which are present in VirtualDub without the use of third-party plugins.	/m/026hzk	VirtualDubMod	62	75	/computer/software
VirtualDub has spawned several forks, one being the abandoned VirtualDubMod which includes features such as Matroska (MKV), OGM, and Dolby AC-3 support, none of which are present in VirtualDub without the use of third-party plugins. VirtualDubMod is a unification of several earlier projects/forks, including: VirtualDub-MPEG2, VirtualDubOGM, VirtualDubAVS and more. Another example of a fork is Nandub, which enabled use of Smart Bitrate Control.	VirtualDubMod is a unification of several earlier projects/forks, including: VirtualDub-MPEG2, VirtualDubOGM, VirtualDubAVS and more.	/m/026hzk	VirtualDubMod	0	13	/computer/software
AviSynth 2.xx may be used under operating systems other than Windows through the use of Wine. To work on scripts VirtualDub/VirtualDubMod can be used as on Windows. To interface between AviSynth under Wine and for example FFmpeg running on a Linux host, Avs2YUV can be used. Avs2YUV is a Windows command line program that is run under Wine and renders the output of an AviSynth script to stdout that is then piped to FFmpeg. Avs2YUV also supports writing to a Named pipe.	To work on scripts VirtualDub/VirtualDubMod can be used as on Windows.	/m/026hzk	VirtualDubMod	30	43	/computer/software
One of the developers of the Conduit application has suggested using MetaTracker to create "a metadata-enabled GNOME", which would be similar to using Strigi as an indexer for a metadata framework in KDE Software Compilation 4.	One of the developers of the Conduit application has suggested using MetaTracker to create "a metadata-enabled GNOME", which would be similar to using Strigi as an indexer for a metadata framework in KDE Software Compilation 4.	/m/026kscj	Conduit_(software)	29	36	/computer/software
Jamie Zawinski (born in Pittsburgh, Pennsylvania), commonly known as jwz, is an American formerly professional computer programmer responsible for significant contributions to the free software projects Mozilla and XEmacs, and early versions of the Netscape Navigator web browser. He maintains the XScreenSaver project which provides screenblanking for Mac OS X and Unix-like computer operating systems using the X Window System.	He maintains the XScreenSaver project which provides screenblanking for Mac OS X and Unix-like computer operating systems using the X Window System.	/m/026mlh	XScreenSaver	17	29	/computer/software
The screensaver is also an outlet for the work of creative computer programmers. The Unix-based screensaver XScreenSaver collects the display effects of other Unix screensavers, which are termed "display hacks" in the jargon file tradition of US computer science academics. It also collects forms of computer graphics effects called demo effects, originally included in demos created by the demo scene.	The Unix-based screensaver XScreenSaver collects the display effects of other Unix screensavers, which are termed "display hacks" in the jargon file tradition of US computer science academics.	/m/026mlh	XScreenSaver	27	39	/computer/software
fortune is predominantly found on Unix-like systems, but clients for other platforms also exist. Often, users on text-mode Unix terminals will place this command into either their .profile or .logout files to display them at logon and logout, respectively. It is also used to generate text input for certain XScreenSaver modes. Many people choose to pipe fortune into the cowsay command, to add more humor to the dialog.	It is also used to generate text input for certain XScreenSaver modes.	/m/026mlh	XScreenSaver	51	63	/computer/software
A 3D version of the toasters featuring swarms of toasters with airplane wings, rather than bird wings, is available for XScreenSaver.	A 3D version of the toasters featuring swarms of toasters with airplane wings, rather than bird wings, is available for XScreenSaver.	/m/026mlh	XScreenSaver	120	132	/computer/software
A display hack is a computer program with similar purpose to a kaleidoscope: to make pretty pictures (symmetrical or otherwise). Famous display hacks include munching squares and smoking clover. Some display hacks can be also implemented by creating text files which contain numerous escape sequences for a text terminal to interpret. A famous example on the VT100 terminal displayed a Christmas tree, with twinkling lights and a toy train circling its base. The XScreenSaver software contains a large collection of X Window System and OpenGL display hacks.	The XScreenSaver software contains a large collection of X Window System and OpenGL display hacks.	/m/026mlh	XScreenSaver	4	16	/computer/software
The virtual root window is used by the window managers swm, tvtwm, amiwm, and enlightenment. Other systems such as KDE use a virtual background window (which contains the icons, for example) but do not reparent the other windows to this one. The virtual root window is also used by XScreenSaver: when the screensaver is activated, this program creates a virtual root window, places it at the top of all other windows, and calls one of its hacks (modules), which finds the virtual root window and draws in it.	The virtual root window is also used by XScreenSaver: when the screensaver is activated, this program creates a virtual root window, places it at the top of all other windows, and calls one of its hacks (modules), which finds the virtual root window and draws in it.	/m/026mlh	XScreenSaver	40	52	/computer/software
gnome-screensaver is the GNOME project's official screen blanking and locking framework. On some GNOME-based Linux distributions, it is used instead of the framework that is a part of XScreenSaver.	On some GNOME-based Linux distributions, it is used instead of the framework that is a part of XScreenSaver.	/m/026mlh	XScreenSaver	95	107	/computer/software
On these systems, the screen savers themselves still come from the XScreenSaver collection. gnome-screensaver is just the user interface.	On these systems, the screen savers themselves still come from the XScreenSaver collection.	/m/026mlh	XScreenSaver	67	79	/computer/software
Microsoft Windows has offered the ability for users to "lock" their computers by displaying a login window, which requires that the active user's password be entered to re-gain access to the system. Since Windows XP, the lock function has also been bound to the keyboard shortcut ⊞ Win+L. On Windows 8, the lock screen has been re-designed to closer resemble those used by mobile operating systems; users can choose a distinct wallpaper for use on the lock screen, which now also displays a clock, calendar events, and notifications from other apps. The screen can be dragged upwards with a mouse or touchscreen to unlock the device. Screen locking functionality is also built into screensaver systems on some Unix-like operating systems, such as XScreenSaver and gnome-screensaver.	Screen locking functionality is also built into screensaver systems on some Unix-like operating systems, such as XScreenSaver and gnome-screensaver.	/m/026mlh	XScreenSaver	113	125	/computer/software
The following distributions are in several editions, some that cost money and some that don't: ClearOS, Mandriva Linux, MEPIS, Red Flag Linux and Zentyal.	The following distributions are in several editions, some that cost money and some that don't: ClearOS, Mandriva Linux, MEPIS, Red Flag Linux and Zentyal.	/m/02f5dx	Red_Flag_Linux	127	141	/computer/operating_system,/computer/software
Asianux is a Linux distribution. It is a joint development between Linux vendors Red Flag Software of China, Miracle Linux of Japan (50.5-percent owned by Oracle Corporation), Haansoft of South Korea, VietSoftware of Vietnam (from September 2007), WTEC from Thailand (from December 2008) and Enterprise Technology (Pvt) Limited of Sri Lanka (from July 2010). It is distributed and marketed by Red Flag Software and Miracle. Asianux is designed as a core component or basis for a Linux distribution, which would be released by related companies as their own distributions with distinct features. Localized languages include Chinese, Japanese, Korean and English. Comparisons have been drawn between Asianux and United Linux, an attempt by SUSE, Turbolinux, Conectiva and the SCO Group to take on Red Hat Enterprise Linux.	It is a joint development between Linux vendors Red Flag Software of China, Miracle Linux of Japan (50.5-percent owned by Oracle Corporation), Haansoft of South Korea, VietSoftware of Vietnam (from September 2007), WTEC from Thailand (from December 2008) and Enterprise Technology (Pvt) Limited of Sri Lanka (from July 2010).	/m/02f5dx	Red_Flag_Linux	48	65	/computer/operating_system,/computer/software
Asianux is a Linux distribution. It is a joint development between Linux vendors Red Flag Software of China, Miracle Linux of Japan (50.5-percent owned by Oracle Corporation), Haansoft of South Korea, VietSoftware of Vietnam (from September 2007), WTEC from Thailand (from December 2008) and Enterprise Technology (Pvt) Limited of Sri Lanka (from July 2010). It is distributed and marketed by Red Flag Software and Miracle. Asianux is designed as a core component or basis for a Linux distribution, which would be released by related companies as their own distributions with distinct features. Localized languages include Chinese, Japanese, Korean and English. Comparisons have been drawn between Asianux and United Linux, an attempt by SUSE, Turbolinux, Conectiva and the SCO Group to take on Red Hat Enterprise Linux.	It is distributed and marketed by Red Flag Software and Miracle.	/m/02f5dx	Red_Flag_Linux	34	51	/computer/operating_system,/computer/software
"0verkill" is a 2D platform multiplayer shooter game designed entirely in colour ASCII art. MPlayer and VLC media player can display videos as ASCII art. ASCII art is used in the making of DOS-based ZZT games.	MPlayer and VLC media player can display videos as ASCII art.	/m/02gry7	VLC_media_player	12	28	/computer/software
Still images or movies can also be converted to ASCII on various Linux and UNIX computers using the aalib (black and white) or libcaca (colour) graphics device driver, or the VLC media player under Windows, Linux or OS X; all of which render the screen using ASCII symbols instead of pixels. See also O'Reilly article "Watch Videos in ASCII art".	Still images or movies can also be converted to ASCII on various Linux and UNIX computers using the aalib (black and white) or libcaca (colour) graphics device driver, or the VLC media player under Windows, Linux or OS X; all of which render the screen using ASCII symbols instead of pixels.	/m/02gry7	VLC_media_player	175	191	/computer/software
According to the MPEG-2 licensing agreement any use of MPEG-2 technology is subject to royalties. MPEG-2 encoders are subject to a royalty of $2.00 per unit, decoders are subject to a royalty of $2.00 per unit, and royalty-based sales of encoders and decoders are subject to different rules and $2.50 per unit. Also, any packaged medium (DVDs/Data Streams) is subject to licence fees according to length of recording/broadcast. In the case of free software such as VLC media player (which uses the ffmpeg library) and in which the software is not sold, the end-user bears the royalty.	In the case of free software such as VLC media player (which uses the ffmpeg library) and in which the software is not sold, the end-user bears the royalty.	/m/02gry7	VLC_media_player	37	53	/computer/software
Flash files are in the SWF format, traditionally called "ShockWave Flash" movies, "Flash movies," or "Flash applications", usually have a .swf file extension, and may be used in the form of a web page plug-in, strictly "played" in a standalone Flash Player, or incorporated into a self-executing Projector movie (with the .exe extension in Microsoft Windows). Flash Video files have a .flv file extension and are either used from within .swf files or played through a flv-aware player, such as VLC, or QuickTime and Windows Media Player with external codecs added.	Flash Video files have a .flv file extension and are either used from within .swf files or played through a flv-aware player, such as VLC, or QuickTime and Windows Media Player with external codecs added.	/m/02gry7	VLC_media_player	134	137	/computer/software
On May 16, 2007, the Free Software Foundation started a campaign to increase the use of Vorbis "as an ethically, legally and technically superior audio alternative to the proprietary MP3 format." People were also encouraged to support the campaign by adding a web button to their website or blog. For those who don't want to download and use FSF's suggested Ogg player (VLC), the Xiph.Org Foundation had an official codec for QuickTime-based applications in Windows and Mac OS X, such as iTunes players and iMovie applications; and Windows users could install a Windows Media Player Ogg codec.	For those who don't want to download and use FSF's suggested Ogg player (VLC), the Xiph.Org Foundation had an official codec for QuickTime-based applications in Windows and Mac OS X, such as iTunes players and iMovie applications; and Windows users could install a Windows Media Player Ogg codec.	/m/02gry7	VLC_media_player	73	76	/computer/software
Qt is most notably used in Autodesk Maya, BlackBerry, Dassault DraftSight, Mathematica, European Space Agency, DreamWorks, Google, HP, KDE, Lucasfilm, The Foundry's Nuke,  Panasonic, Philips, Samsung, Siemens, Skype, Ubuntu, VirtualBox, VLC media player, Volvo, and Walt Disney Animation Studios.	Qt is most notably used in Autodesk Maya, BlackBerry, Dassault DraftSight, Mathematica, European Space Agency, DreamWorks, Google, HP, KDE, Lucasfilm, The Foundry's Nuke,  Panasonic, Philips, Samsung, Siemens, Skype, Ubuntu, VirtualBox, VLC media player, Volvo, and Walt Disney Animation Studios.	/m/02gry7	VLC_media_player	237	253	/computer/software
Software supporting Vorbis exists for many platforms. The multi-platform open-source VLC media player and MPlayer can play Ogg Vorbis files, as can Winamp and foobar2000. Although Apple iTunes does not natively support Vorbis, the Xiph.Org Foundation provides a QuickTime component which can be used in iTunes and QuickTime on both Microsoft Windows and Mac OS. Windows Media Player also does not natively support Vorbis; however, DirectShow filters exist to decode Vorbis in Windows Media Player and other Windows multimedia players that support DirectShow. Vorbis is also supported in the multi-platform audio editing software Audacity, in the multi-platform multimedia frameworks FFmpeg, GStreamer and Helix DNA. Vorbis is well-supported on the Linux platform in programs like XMMS, xine, Amarok and many more. A list of Vorbis-supporting software can be found at the Xiph.Org Foundation wiki and Vorbis.com website. For more information about support in software media players look at comparison of media players. Users can test these programs using the list of Vorbis audio streams available on the same wiki.	The multi-platform open-source VLC media player and MPlayer can play Ogg Vorbis files, as can Winamp and foobar2000.	/m/02gry7	VLC_media_player	31	47	/computer/software
Apart from Windows Media Player, most of the WMA compression formats can be played using ALLPlayer, VLC media player, Media Player Classic, MPlayer, RealPlayer, Winamp, Zune Software (with certain limitations—DSP plugin support and DirectSound output is disabled using the default WMA plugin), and many other software media players. The Microsoft Zune media management software supports most WMA codecs, but uses a variation of Windows Media DRM which is used by PlaysForSure.	Apart from Windows Media Player, most of the WMA compression formats can be played using ALLPlayer, VLC media player, Media Player Classic, MPlayer, RealPlayer, Winamp, Zune Software (with certain limitations—DSP plugin support and DirectSound output is disabled using the default WMA plugin), and many other software media players.	/m/02gry7	VLC_media_player	100	116	/computer/software
Software that can export audio in WMA format include Windows Media Player, Windows Movie Maker, Microsoft Expression Encoder, Sony Sound Forge, GOM Player, RealPlayer, Adobe Premiere Pro, Adobe Audition, and Adobe Soundbooth. Microsoft Office OneNote supports encoding in all WMA codecs, and Windows Media Encoder supports all available bit rate and resolution options as well. Open source players like VLC media player can also do some encoding.	Open source players like VLC media player can also do some encoding.	/m/02gry7	VLC_media_player	25	41	/computer/software
With RealPlayer SP, it is now possible to save an audio stream to a file. Other programs, including MPlayer, RM Downloader, VLC media player, StreamBox VCR, HiDownload and Real7ime Converter can also save streams to a file.	Other programs, including MPlayer, RM Downloader, VLC media player, StreamBox VCR, HiDownload and Real7ime Converter can also save streams to a file.	/m/02gry7	VLC_media_player	50	66	/computer/software
Most developers of remote control applications for handhelds usually architect the software for usage with specific media player or media center applications (i.e., iTunes Remote for iTunes and iTunes-based software from Apple, Boxee remote for Boxee, DVR Remote for TiVo, VLC Remote for VLC, etc.).	Most developers of remote control applications for handhelds usually architect the software for usage with specific media player or media center applications (i.e., iTunes Remote for iTunes and iTunes-based software from Apple, Boxee remote for Boxee, DVR Remote for TiVo, VLC Remote for VLC, etc.	/m/02gry7	VLC_media_player	273	276	/computer/software
This release also brought all new artwork and incorporated the Murrina Storm Cloud GTK theme and a new XFWM4 window manager theme. 9.04 also introduced new versions of many applications, including the AbiWord word processor, Brasero CD/DVD burner and Mozilla Thunderbird e-mail client. It used X.Org server 1.6. The default file system was ext3, but ext4 was an option at installation.	9.04 also introduced new versions of many applications, including the AbiWord word processor, Brasero CD/DVD burner and Mozilla Thunderbird e-mail client.	/m/02rn25m	Brasero_(software)	94	101	/computer/software
JRuby has built-in support for Rails, RSpec, Rake, and RubyGems. It embeds an FFI subsystem to allow to use C libraries bundled as gems. It also allows launching the Interactive Ruby Shell (irb) as Ruby MRI does.	JRuby has built-in support for Rails, RSpec, Rake, and RubyGems.	/m/02rpnwz	RSpec	38	43	/computer/software
Dan North created the first ever BDD framework, JBehave, followed by a story-level BDD framework for Ruby called RBehave which was later integrated into the RSpec project. He also worked with David Chelimsky, Aslak Hellesøy and others to develop RSpec and also to write "The RSpec Book: Behaviour Driven Development with RSpec, Cucumber, and Friends". The first story-based framework in RSpec was later replaced by Cucumber mainly developed by Aslak Hellesøy.	Dan North created the first ever BDD framework, JBehave, followed by a story-level BDD framework for Ruby called RBehave which was later integrated into the RSpec project.	/m/02rpnwz	RSpec	157	162	/computer/software
Dan North created the first ever BDD framework, JBehave, followed by a story-level BDD framework for Ruby called RBehave which was later integrated into the RSpec project. He also worked with David Chelimsky, Aslak Hellesøy and others to develop RSpec and also to write "The RSpec Book: Behaviour Driven Development with RSpec, Cucumber, and Friends". The first story-based framework in RSpec was later replaced by Cucumber mainly developed by Aslak Hellesøy.	He also worked with David Chelimsky, Aslak Hellesøy and others to develop RSpec and also to write "The RSpec Book: Behaviour Driven Development with RSpec, Cucumber, and Friends".	/m/02rpnwz	RSpec	74	79	/computer/software
Dan North created the first ever BDD framework, JBehave, followed by a story-level BDD framework for Ruby called RBehave which was later integrated into the RSpec project. He also worked with David Chelimsky, Aslak Hellesøy and others to develop RSpec and also to write "The RSpec Book: Behaviour Driven Development with RSpec, Cucumber, and Friends". The first story-based framework in RSpec was later replaced by Cucumber mainly developed by Aslak Hellesøy.	The first story-based framework in RSpec was later replaced by Cucumber mainly developed by Aslak Hellesøy.	/m/02rpnwz	RSpec	35	40	/computer/software
A separate subcategory of behavior-driven development is formed by tools that use specifications as an input language rather than user stories. An example of this style is the RSpec tool that was also developed by Dan North. Specification tools don't use user stories as an input format for test scenarios but rather use functional specifications for units that are being tested. These specification often have a more technical nature than user stories and are usually less convenient for communication with business personnel than are user stories. An example of a specification for a stack might look like this:	An example of this style is the RSpec tool that was also developed by Dan North.	/m/02rpnwz	RSpec	32	37	/computer/software
Astels has written on extreme programming and test-driven development. Astels is a contributor to the RSpec behaviour-driven development framework.	Astels is a contributor to the RSpec behaviour-driven development framework.	/m/02rpnwz	RSpec	31	36	/computer/software
High-level formatting of disks on these systems is traditionally done using the mkfs command. On Linux (and potentially other systems as well) mkfs is typically a wrapper around filesystem-specific commands which have the name mkfs.fsname, where fsname is the name of the filesystem with which to format the disk. Some filesystems which are not supported by certain implementations of mkfs have their own manipulation tools; for example Ntfsprogs provides a format utility for the NTFS filesystem.	High-level formatting of disks on these systems is traditionally done using the mkfs command.	/m/02x44dq	Mkfs	80	84	/computer/software
High-level formatting of disks on these systems is traditionally done using the mkfs command. On Linux (and potentially other systems as well) mkfs is typically a wrapper around filesystem-specific commands which have the name mkfs.fsname, where fsname is the name of the filesystem with which to format the disk. Some filesystems which are not supported by certain implementations of mkfs have their own manipulation tools; for example Ntfsprogs provides a format utility for the NTFS filesystem.	On Linux (and potentially other systems as well) mkfs is typically a wrapper around filesystem-specific commands which have the name mkfs.fsname, where fsname is the name of the filesystem with which to format the disk.	/m/02x44dq	Mkfs	49	53	/computer/software
High-level formatting of disks on these systems is traditionally done using the mkfs command. On Linux (and potentially other systems as well) mkfs is typically a wrapper around filesystem-specific commands which have the name mkfs.fsname, where fsname is the name of the filesystem with which to format the disk. Some filesystems which are not supported by certain implementations of mkfs have their own manipulation tools; for example Ntfsprogs provides a format utility for the NTFS filesystem.	Some filesystems which are not supported by certain implementations of mkfs have their own manipulation tools; for example Ntfsprogs provides a format utility for the NTFS filesystem.	/m/02x44dq	Mkfs	71	75	/computer/software
The Linux kernel includes the hfsplus module for mounting HFS+ filesystems read-write. HFS+ fsck and mkfs have been ported to Linux and are part of the hfsprogs package.	HFS+ fsck and mkfs have been ported to Linux and are part of the hfsprogs package.	/m/02x44dq	Mkfs	14	18	/computer/software
badblocks is a Linux utility to check for bad sectors on a disk drive. It creates a list of these sectors that can be used with other programs, like mkfs, so that they are not used in the future and thus do not cause corruption of data. It is part of the e2fsprogs project, and a port is available for BSD operating systems.	It creates a list of these sectors that can be used with other programs, like mkfs, so that they are not used in the future and thus do not cause corruption of data.	/m/02x44dq	Mkfs	78	82	/computer/software
Partclone currently supports the following filesystems: ext2, ext3, ext4, hfs+, reiserfs, reiser4, btrfs, vmfs(v3, v5), xfs, jfs, ufs, ntfs, fat(12/16/32), and exfat. To run partclone for a particular filesystem, one uses the command 'partclone.<fstype>', in a similar manner to the mkfs command	To run partclone for a particular filesystem, one uses the command 'partclone.<fstype>', in a similar manner to the mkfs command	/m/02x44dq	Mkfs	116	120	/computer/software
Also popular on the ST was professional desktop publishing software, such as PageStream and Calamus; office tools such as word processors (WordPerfect, Microsoft Write, AtariWorks, WordWriter ST, First Word  and its Plus continuation, and others); spreadsheets (3D-Calc, LDW Power, LDW Power 2, LOGiSTiX Senior, PowerLedger ST, SwiftCalc ST, VIP Professional, and others); turnkey programs (Mail-Pro, Sales-Pro 6, Video-Pro, and others); database programs (A-Calc Prime, Data Manager, Data Manager Professional, DBMan V, Base Two, Informer II, DB Master One, SBT Database Accounting Library (dLedger, dInvoice, dOrder, dPurchases, and dPayables), Superbase Personal, Superbase Professional, Tracker ST, and others); and various CAD and CAM tools from amateur hobbyist to professional grade (Campus CAD, DynaCADD, Leonard ST, Technobox CAD/2...): all being largely targeted at, or even limited to owners of high-resolution monochrome monitors.	Also popular on the ST was professional desktop publishing software, such as PageStream and Calamus; office tools such as word processors (WordPerfect, Microsoft Write, AtariWorks, WordWriter ST, First Word  and its Plus continuation, and others); spreadsheets (3D-Calc, LDW Power, LDW Power 2, LOGiSTiX Senior, PowerLedger ST, SwiftCalc ST, VIP Professional, and others); turnkey programs (Mail-Pro, Sales-Pro 6, Video-Pro, and others); database programs (A-Calc Prime, Data Manager, Data Manager Professional, DBMan V, Base Two, Informer II, DB Master One, SBT Database Accounting Library (dLedger, dInvoice, dOrder, dPurchases, and dPayables), Superbase Personal, Superbase Professional, Tracker ST, and others); and various CAD and CAM tools from amateur hobbyist to professional grade (Campus CAD, DynaCADD, Leonard ST, Technobox CAD/2...): all being largely targeted at, or even limited to owners of high-resolution monochrome monitors.	/m/09mxxn	Microsoft_Write	152	167	/computer/software
The first version of Microsoft Windows included a simple graphics painting program called Windows Paint; Windows Write, a simple word processor; an appointment "calendar"; a "card-filer"; a "notepad"; a "clock"; a "control panel"; a "computer terminal"; "Clipboard"; and RAM driver. It also included the MS-DOS Executive and a game called Reversi.	The first version of Microsoft Windows included a simple graphics painting program called Windows Paint; Windows Write, a simple word processor; an appointment "calendar"; a "card-filer"; a "notepad"; a "clock"; a "control panel"; a "computer terminal"; "Clipboard"; and RAM driver.	/m/09mxxn	Microsoft_Write	105	118	/computer/software
WordPerfect for the Atari ST retailed at US$395 with a student version for US$99. The price of WordPerfect was significantly higher than most of the other Atari word processors available at the time. Atari Corporation published a version of Microsoft Write (the Atari version of Microsoft Word 1.05 for the Macintosh) for US$129.95 (almost 75% off the suggested retail price of WordPerfect), which did not help WordPerfect's campaign to establish itself as the standard word processor on the Atari platform.	Atari Corporation published a version of Microsoft Write (the Atari version of Microsoft Word 1.05 for the Macintosh) for US$129.95 (almost 75% off the suggested retail price of WordPerfect), which did not help WordPerfect's campaign to establish itself as the standard word processor on the Atari platform.	/m/09mxxn	Microsoft_Write	41	56	/computer/software
WordPad is a basic word processor that is included with almost all versions of Microsoft Windows from Windows 95 onwards. It is more advanced than Notepad but simpler than Microsoft Works Word Processor and Microsoft Word. It replaced Microsoft Write.	It replaced Microsoft Write.	/m/09mxxn	Microsoft_Write	12	27	/computer/software
WordPad was introduced in Windows 95, replacing Microsoft Write, which came with all previous versions of Windows (version 3.11 and earlier). The source code to WordPad was also distributed by Microsoft as a Microsoft Foundation Classes sample application with MFC 3.2 and later, shortly before the release of Windows 95. It is still available for download from the MSDN Web site.	WordPad was introduced in Windows 95, replacing Microsoft Write, which came with all previous versions of Windows (version 3.11 and earlier).	/m/09mxxn	Microsoft_Write	48	63	/computer/software
Windows NT 3.1, for the most part, comes with 32-bit versions of the components featured in Windows 3.1 and Windows for Workgroups. However, it also included applications specifically aimed at the needs of Windows NT, like the User Manager, the Performance Monitor, the Disk Administrator, the Event Viewer and the Backup application. The Advanced Server contained further, server-specific administration tools. Because Windows NT 3.1 is not DOS-based, a new 32-bit command-line processor, called CMD.EXE was included which was compatible with MS-DOS 5.0. For compatibility reasons, Windows NT 3.1 shipped with a few 16-bit applications, like Microsoft Write or EDLIN.	For compatibility reasons, Windows NT 3.1 shipped with a few 16-bit applications, like Microsoft Write or EDLIN.	/m/09mxxn	Microsoft_Write	87	102	/computer/software
In 1986, an agreement between Atari and Microsoft brought Word to the Atari ST. The Atari ST version was a translation of Word 1.05 for the Apple Macintosh, however it was released under the name Microsoft Write (the name of the word processor included with Windows during the 80s and early 90s). Unlike other versions of Word, the Atari version was a one time release with no future updates or revisions. The release of Microsoft Write was one of two major PC applications that were released for the Atari ST (the other application being WordPerfect). Microsoft Write was released for the Atari ST in 1988.	The Atari ST version was a translation of Word 1.05 for the Apple Macintosh, however it was released under the name Microsoft Write (the name of the word processor included with Windows during the 80s and early 90s).	/m/09mxxn	Microsoft_Write	116	131	/computer/software
In 1986, an agreement between Atari and Microsoft brought Word to the Atari ST. The Atari ST version was a translation of Word 1.05 for the Apple Macintosh, however it was released under the name Microsoft Write (the name of the word processor included with Windows during the 80s and early 90s). Unlike other versions of Word, the Atari version was a one time release with no future updates or revisions. The release of Microsoft Write was one of two major PC applications that were released for the Atari ST (the other application being WordPerfect). Microsoft Write was released for the Atari ST in 1988.	The release of Microsoft Write was one of two major PC applications that were released for the Atari ST (the other application being WordPerfect).	/m/09mxxn	Microsoft_Write	15	30	/computer/software
In 1986, an agreement between Atari and Microsoft brought Word to the Atari ST. The Atari ST version was a translation of Word 1.05 for the Apple Macintosh, however it was released under the name Microsoft Write (the name of the word processor included with Windows during the 80s and early 90s). Unlike other versions of Word, the Atari version was a one time release with no future updates or revisions. The release of Microsoft Write was one of two major PC applications that were released for the Atari ST (the other application being WordPerfect). Microsoft Write was released for the Atari ST in 1988.	Microsoft Write was released for the Atari ST in 1988.	/m/09mxxn	Microsoft_Write	0	15	/computer/software
