paragraph	sentence	mid	title	start	end	notable_types
In the first season episode "Walkabout" of the television series Lost, John Locke is in his cubicle having a confidential phone conversation when he is interrupted by his superior asking him to submit his TPS reports by noon. In the 2011 movie Arena (with Samuel L Jackson, Nina Dobrev, and Kellan Lutz), TPS report cover sheets are discussed by the character Yoshi (Michael Liu) in one of the cutaways. In the Kooman & Dimond musical Homemade Fusion the song "The Temp & the Receptionist" includes the line "You type your TPS reports / And got me feeling out of sorts."	In the 2011 movie Arena (with Samuel L Jackson, Nina Dobrev, and Kellan Lutz), TPS report cover sheets are discussed by the character Yoshi (Michael Liu) in one of the cutaways.	/m/02pjwn5	Kellan_Lutz	65	76	/celebrities/celebrity,/film/actor,/film/person_or_entity_appearing_in_film,/film/producer,/influence/influence_node,/people/measured_person,/people/person,/tv/tv_actor
Vinson has been in a relationship with Kellan Lutz since September 2011.	Vinson has been in a relationship with Kellan Lutz since September 2011.	/m/02pjwn5	Kellan_Lutz	39	50	/celebrities/celebrity,/film/actor,/film/person_or_entity_appearing_in_film,/film/producer,/influence/influence_node,/people/measured_person,/people/person,/tv/tv_actor
Her third novel, Family Affair, was released in October 2009. Her newest novel, With a Little Luck, was published on July 26, 2011 by Bantam Books. Crane wrote the original screenplay for the 2011 film Love, Wedding, Marriage starring Mandy Moore and Kellan Lutz. Her young adult novel Confessions of a Hater will be released in August 2013.	Crane wrote the original screenplay for the 2011 film Love, Wedding, Marriage starring Mandy Moore and Kellan Lutz.	/m/02pjwn5	Kellan_Lutz	103	114	/celebrities/celebrity,/film/actor,/film/person_or_entity_appearing_in_film,/film/producer,/influence/influence_node,/people/measured_person,/people/person,/tv/tv_actor
The show has been referred to in many series, such as ABC Family's GREEK and The Big Bang Theory and Fox's Family Guy. It also had its own E! True Hollywood Story episode, featuring past contestants Ebony Haith, Giselle Samson, Elyse Sewell, Adrianne Curry, Camille McDonald, April Wilkner, Mercedes Scelba-Shorte, Toccara Jones, Ann Markley, Amanda Swafford, Eva Pigford, Michelle Deighton, Brittany Brower, Naima Mora, Ebony Taylor, Lisa D'Amato, Kim Stolz and Bre Scullark as well as judges & personals Janice Dickinson, Tyra Banks, Nigel Barker, J. Alexander, Jay Manuel, Ken Mok and Michelle Mock-Falcon. It covered the first five cycles and recently reaired with a few added minutes of footage which cover cycles 6 to 10 and Stylista.	True Hollywood Story episode, featuring past contestants Ebony Haith, Giselle Samson, Elyse Sewell, Adrianne Curry, Camille McDonald, April Wilkner, Mercedes Scelba-Shorte, Toccara Jones, Ann Markley, Amanda Swafford, Eva Pigford, Michelle Deighton, Brittany Brower, Naima Mora, Ebony Taylor, Lisa D'Amato, Kim Stolz and Bre Scullark as well as judges & personals Janice Dickinson, Tyra Banks, Nigel Barker, J. Alexander, Jay Manuel, Ken Mok and Michelle Mock-Falcon.	/m/09r1n7	Kim_Stolz	307	316	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
Ruehl marketing photography has a blue color scheme and is more sophisticated than Abercrombie & Fitch. Noticeably, some imagery uses angles of Greenwich Village as a backdrop. Jeffries made it clear that sex in marketing was a continual importance in Ruehl advertising. For that reason, Bruce Weber shot all campaigns. He is most noted for his provocative and sexual, beefcake work with Calvin Klein underwear and A&F. Photography from Ruehl's early days evolved from sepia and dark green color schemes before settling on blue. High-profile models have appeared in Ruehl marketing campaigns, including Miranda Kerr and Kim Stolz.	High-profile models have appeared in Ruehl marketing campaigns, including Miranda Kerr and Kim Stolz.	/m/09r1n7	Kim_Stolz	91	100	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
Mihalik has made friends with such other models as Iekeliene Stange. She loves board games, cartoons, and Hungarian food, sushi, and bagels. She sleeps with a teddy bear named Bubu and wears slipper socks. When Mihalik is not modeling, her typical day involves shopping in the morning and partying in New York's 1 Oak at night.	Mihalik has made friends with such other models as Iekeliene Stange.	/m/02y_q7z	Iekeliene_Stange	51	67	/base/fashionmodels/fashion_model,/people/person
Rachel Clark (born February 12, 1991) is an American fashion model. Clark was born in West Palm Beach, Florida, and currently resides in New York City, New York. Clark's interests include anime, billiards, online role-playing games, comic books, and karaoke. She is known to be friends with fellow models Jourdan Dunn, Iekeliene Stange, Erin Heatherton, Tyler Riggs, Sofia Berelidze, and Hanne Gaby Odiele.	She is known to be friends with fellow models Jourdan Dunn, Iekeliene Stange, Erin Heatherton, Tyler Riggs, Sofia Berelidze, and Hanne Gaby Odiele.	/m/02y_q7z	Iekeliene_Stange	60	76	/base/fashionmodels/fashion_model,/people/person
2010 marks Di Renzo’s debut as a music clip producer for Italian singer Enzo Fertitta and as the director of his first video installation, for Issey Miyake. In recent projects Di Renzo worked with Rie Rasmussen, Iekeliene Stange and Mads Mikkelsen.	In recent projects Di Renzo worked with Rie Rasmussen, Iekeliene Stange and Mads Mikkelsen.	/m/02y_q7z	Iekeliene_Stange	55	71	/base/fashionmodels/fashion_model,/people/person
Brazilian female models of German descent have achieved fame in the fashion world and in beauty contests. Many are world-class models or supermodels and seem to be proportionally better represented in these areas than Brazilian models of other ethnic origins. The small cities of the states of Santa Catarina and Rio Grande do Sul are ideal grounds for talent hunters from all over the world. The best known German Brazilian model is Gisele Bündchen; others include Ana Claudia Michels, Ana Hickmann, Mariana Weickert, Letícia Birkheuer, Raquel Zimmermann, Cintia Dicker, Solange Wilvert, Monique Olsen, Carol Trentini, Jeísa Chiminazzo, Shirley Mallmann, Bruna Erhardt and Aline Weber.	The best known German Brazilian model is Gisele Bündchen; others include Ana Claudia Michels, Ana Hickmann, Mariana Weickert, Letícia Birkheuer, Raquel Zimmermann, Cintia Dicker, Solange Wilvert, Monique Olsen, Carol Trentini, Jeísa Chiminazzo, Shirley Mallmann, Bruna Erhardt and Aline Weber.	/m/0bsg7p	Bruna_Erhardt	263	276	/base/fashionmodels/fashion_model,/people/person
Currently she is the face of Escada and Bottega Veneta, along with models Julia Dunstall and Chanel Iman.	Currently she is the face of Escada and Bottega Veneta, along with models Julia Dunstall and Chanel Iman.	/m/03mdl03	Julia_Dunstall	74	88	/base/fashionmodels/fashion_model,/people/person
After three years of modelling Schmid decided to take a break and travel the world. She also spent some of this time designing her own jewellery and making pieces for friends like Guinevere Van Seenus and Milagros Schmoll. She discussed this in further detail in an interview for Models.com.	She also spent some of this time designing her own jewellery and making pieces for friends like Guinevere Van Seenus and Milagros Schmoll.	/m/03mf_kj	Milagros_Schmoll	121	137	/base/fashionmodels/fashion_model,/people/person
Siriano began to receive pop culture attention during his time on Project Runway, primarily for his asymmetrical upswept hair-do and his flamboyant attitude. Several of Siriano's catchphrases were parodied in the media by multiple blogs and television shows like Saturday Night Live, on which Amy Poehler portrayed Siriano. In March 2008, Siriano appeared as a celebrity guest on season 1 episode 11 of Bravo's Make Me a Supermodel, where he critiqued the contestants' catwalks and designed an outfit for one of the contestants, Holly Kiser, to model on the runway. (Kiser went on to win the competition). On May 1, 2008, Siriano appeared as himself on season 2 episode 15 of Ugly Betty, and designed some of the cast's costumes (such as Amanda Tanen 's blouse, which was sold in an auction on the internet). In June 2008, Siriano appeared in the music video for R&B artist Estelle's single "No Substitute Love."	In March 2008, Siriano appeared as a celebrity guest on season 1 episode 11 of Bravo's Make Me a Supermodel, where he critiqued the contestants' catwalks and designed an outfit for one of the contestants, Holly Kiser, to model on the runway.	/m/0406nhy	Holly_Kiser	205	216	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor
The winner of the competition was 21 year old Holly Kiser from Coeburn, Virginia.	The winner of the competition was 21 year old Holly Kiser from Coeburn, Virginia.	/m/0406nhy	Holly_Kiser	46	57	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor
Kroell appeared on season one of Bravo's Make Me a Supermodel. In the show, Ronnie entered into a notable bromance with fellow contestant Ben DiChiara, which was dubbed "Bronnie". He became very popular on the show and won the title of "Fan Favorite" despite placing second behind Holly Kiser.	He became very popular on the show and won the title of "Fan Favorite" despite placing second behind Holly Kiser.	/m/0406nhy	Holly_Kiser	101	112	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor
Charles Gandee, associate editor at Vogue, has said that high prices and poor attitudes contributed less to the decline of the supermodel. As clothes became less flashy, designers turned to models who were less glamorous, so they wouldn't overpower the clothing. Whereas many supermodels of the previous era were American-born, their accents making for an easier transition to stardom, the majority of models began coming from non-English speaking countries and cultures, making the crossover to mainstream spokesperson and cover star difficult. However, the term continued to be applied to notable models such as Laetitia Casta, Eva Herzigová, Carla Bruni, Tatiana Sorokko, Yasmin Le Bon, Shalom Harlow, Nadja Auermann, Helena Christensen, Patricia Velásquez, Adriana Karembeu, Milla Jovovich. and Valeria Mazza.	However, the term continued to be applied to notable models such as Laetitia Casta, Eva Herzigová, Carla Bruni, Tatiana Sorokko, Yasmin Le Bon, Shalom Harlow, Nadja Auermann, Helena Christensen, Patricia Velásquez, Adriana Karembeu, Milla Jovovich.	/m/040lhg	Adriana_Karembeu	215	231	/base/fashionmodels/fashion_model,/film/actor,/people/person
Karembeu was married to Slovak model Adriana Sklenaříková, whom he met on an aeroplane. The couple split in March 2011 and divorced in December 2012.	Karembeu was married to Slovak model Adriana Sklenaříková, whom he met on an aeroplane.	/m/040lhg	Adriana_Karembeu	37	57	/base/fashionmodels/fashion_model,/film/actor,/people/person
The group draw was staged in Frankfurt, Germany, on 29 November 2010 at the Congress Centrum. The ceremony was presented by Organising Committee president Steffi Jones, assisted by FIFA Head of Women's Competitions Tatjana Haenni. The balls were drawn by former German international Günter Netzer and Slovak model and women's football ambassador Adriana Karembeu.	The balls were drawn by former German international Günter Netzer and Slovak model and women's football ambassador Adriana Karembeu.	/m/040lhg	Adriana_Karembeu	115	131	/base/fashionmodels/fashion_model,/film/actor,/people/person
Paul Richard Thomas started his career working as an illustrator for press and advertising, then, along his travels, he did his first photography shooting for French architecture and archaeology editorials. Back to Paris he naturally turned himself to fashion photography, working with models from the major models agencies of the capital. He used his talent, as a drawer, to compose in his storyboards, unusual posings and croppings, characteristic of his conceptual image. As his career in photography blossomed, he became known for a serial of very original covers, shot in his particular graphic style with international top models and French actress as Béatrice Dalle, Laura Smet, Helena Noguerra, Adriana Karembeu, Laura Paketova, Marie Gillain, Olga Kurylenko... Paul Richard Thomas has worked for many fashion and beauty editorials, enhancing, with his specific pearly light, the beauty of such top models as Anja Rubik, Irina Pantaeva, Olga Pantushenkova, Tanja, Ruta Palionyte, Talytha Pugliesi, Angelica Boss, Zdenka Barkalova, Gabriela Gubert, among others... In 2003, Paul Richard Thomas achieved, for the inauguration of the Chanel Group, the portrait of Mr François Lesage, Isabel Marant, Anne Valérie Hash, Jérôme Dreyfus, Eymeric François and Franck Sorbier. Beyond the setting of advertisings, Thomas also worked on other commercial projects including directing TV advertisings and music videos: "Steps in the Dark" "Awake but half Dead","Save your Soul"... Through his worldwide exhibitions and the multi publications about his work including the photography book (Paul Richard Thomas, Genese), he contributes to inspire the new photography stream, his images bringing a pure, allegoric and graphic concept to the fashion world.	As his career in photography blossomed, he became known for a serial of very original covers, shot in his particular graphic style with international top models and French actress as Béatrice Dalle, Laura Smet, Helena Noguerra, Adriana Karembeu, Laura Paketova, Marie Gillain, Olga Kurylenko... Paul Richard Thomas has worked for many fashion and beauty editorials, enhancing, with his specific pearly light, the beauty of such top models as Anja Rubik, Irina Pantaeva, Olga Pantushenkova, Tanja, Ruta Palionyte, Talytha Pugliesi, Angelica Boss, Zdenka Barkalova, Gabriela Gubert, among others...	/m/040lhg	Adriana_Karembeu	228	244	/base/fashionmodels/fashion_model,/film/actor,/people/person
The draw for the quarterfinals and semi-finals of the Challenge de France was held on 8 March 2010. The draw was conducted by Red Cross ambassador and fashion model Adriana Karembeu. The quarterfinals were contested on 21 March.	The draw was conducted by Red Cross ambassador and fashion model Adriana Karembeu.	/m/040lhg	Adriana_Karembeu	65	81	/base/fashionmodels/fashion_model,/film/actor,/people/person
The draw for the quarterfinals and semi-finals of the Challenge de France was held on 8 March 2010. The draw was conducted by Red Cross ambassador and fashion model Adriana Karembeu. The semi-finals were contested on 25 April.	The draw was conducted by Red Cross ambassador and fashion model Adriana Karembeu.	/m/040lhg	Adriana_Karembeu	65	81	/base/fashionmodels/fashion_model,/film/actor,/people/person
Since she was 14, Griffin has modeled for numerous designers and brands both in the Philippines and other countries in Asia, where she has also graced the covers of different magazines. Aside from modeling, Griffin is also an entrepreneur being the proprietor of Tabu swimwear, event management "fatally femme productions" and a recognizable face on television. Together with top Filipino model, Angel Aquino and TV journalist, Daphne Oseña-Paez, Griffin was also a host on ABS-CBN (eventually moved to Studio 23) lifestyle/fashion weekly show, F!. She also co-hosted the info-travel show Team Explorer on ABS-CBN's sister station, Studio 23.	Together with top Filipino model, Angel Aquino and TV journalist, Daphne Oseña-Paez, Griffin was also a host on ABS-CBN (eventually moved to Studio 23) lifestyle/fashion weekly show, F!.	/m/04ns8jc	Angel_Aquino	34	46	/film/actor,/people/person
Snooky Serna was replaced by Angel Aquino since the former had caused delays in the taping and subsequently increasing the cost of production. Usually, writers eliminate a cast by "killing" the character, or sending them to "vacation," with an open option for the character's re-appearance later on the series. Serna's character was significant to the storyline and eliminating her would drastically changed it, so the writers revise part of the script, having Viel surgically change Barbara's face.	Snooky Serna was replaced by Angel Aquino since the former had caused delays in the taping and subsequently increasing the cost of production.	/m/04ns8jc	Angel_Aquino	29	41	/film/actor,/people/person
In October 1990, a decade after his divorce from Angela, Bowie and Somali-born supermodel Iman were introduced by a mutual friend. Bowie recalled, "I was naming the children the night we met ... it was absolutely immediate." They married in 1992. Tin Machine resumed work the same month, but their audience and critics, ultimately left disappointed by the first album, showed little interest in a second. Tin Machine II's arrival was marked by a widely publicised and ill-timed conflict over the cover art: after production had begun, the new record label, Victory, deemed the depiction of four ancient nude Kouroi statues, judged by Bowie to be "in exquisite taste", "a show of wrong, obscene images", requiring air-brushing and patching to render the figures sexless. Tin Machine toured again, but after the live album Tin Machine Live: Oy Vey, Baby failed commercially, the band drifted apart, and Bowie, though he continued to collaborate with Gabrels, resumed his solo career.	In October 1990, a decade after his divorce from Angela, Bowie and Somali-born supermodel Iman were introduced by a mutual friend.	/m/01gltf	Iman_(model)	90	94	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
In 1992, Bowie married Somali-American model Iman. They have one daughter, Alexandria "Lexi" Zahra Jones, born in August 2000. The couple reside primarily in New York City's Manhattan and London.	In 1992, Bowie married Somali-American model Iman.	/m/01gltf	Iman_(model)	45	49	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
The 1970s marked numerous milestones in fashion. Beverly Johnson was the first African American to appear on the cover of US Vogue in 1974. Models such as Grace Jones, Donyale Luna, Iman, Minah Bird, and Toukie Smith were some of the top black fashion models that paved the way black women in fashion. In 1975 Margaux Hemingway landed a then-unprecedented million-dollar contract as the face of Fabergé's Babe perfume and the same year appeared on the cover of Time magazine, labelled one of the "New Beauties", giving further name recognition to fashion models.	Models such as Grace Jones, Donyale Luna, Iman, Minah Bird, and Toukie Smith were some of the top black fashion models that paved the way black women in fashion.	/m/01gltf	Iman_(model)	42	46	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
Lauren Hutton became the first model to receive a huge contract from a cosmetics company and appeared on cover of Vogue 25 times. Iman is considered to have been the first supermodel of color.	Iman is considered to have been the first supermodel of color.	/m/01gltf	Iman_(model)	0	4	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
In October 1981, Life cited Shelley Hack, Lauren Hutton, and Iman for Revlon, Margaux Hemingway for Fabergé, Karen Graham for Estee Lauder, Christina Ferrare for Max Factor, and Cheryl Tiegs for Cover Girl by proclaiming them the "million dollar faces" of the beauty industry. These supermodels negotiated previously unheard of lucrative and exclusive deals with giant cosmetics companies, were instantly recognizable, and their names became well known to the public.	In October 1981, Life cited Shelley Hack, Lauren Hutton, and Iman for Revlon, Margaux Hemingway for Fabergé, Karen Graham for Estee Lauder, Christina Ferrare for Max Factor, and Cheryl Tiegs for Cover Girl by proclaiming them the "million dollar faces" of the beauty industry.	/m/01gltf	Iman_(model)	61	65	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
In Botswana, a long dispute has existed between the interests of the mining company, De Beers, and the relocation of the Bushman tribe from the land, in order to exploit diamond resources. The Bushmen have been facing threats from government policies since at least 1980, when the diamond resources were discovered. A campaign is being fought in an attempt to bring an end to what the indigenous rights organisation, Survival International considers it to be a genocide of a tribe that has been living in those lands for tens of thousands of years. On the grounds that their hunting and gathering has become obsolete and their presence is no longer compatible with preserving wildlife resources, they were persecuted by the government in order to make them leave the reserve. To get rid of them, they have had their water supplies cut off, they have been taxed, fined, beaten, and tortured as per land clearing requests by De Beers. Several international fashion models, including Iman, Lily Cole and Erin O'Connor, who were previously involved with advertising for the companies' diamonds, have backed down after realising the consequences raised by this scandal, and now support the campaign.	Several international fashion models, including Iman, Lily Cole and Erin O'Connor, who were previously involved with advertising for the companies' diamonds, have backed down after realising the consequences raised by this scandal, and now support the campaign.	/m/01gltf	Iman_(model)	48	52	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
The book was adapted into a screenplay by the writer Kurt Luedtke, and directed by the American Sydney Pollack. Streep played Karen Blixen; Redford played Denys Finch Hatton; and Klaus Maria Brandauer played Baron Bror Blixen. Others in the film included Michael Kitchen as Berkeley Cole; Malick Bowens as Farah; Stephen Kinyanjui as the Chief; Michael Gough as Lord Delamere; Suzanna Hamilton as Felicity, and the model Iman as Mariammo.	Others in the film included Michael Kitchen as Berkeley Cole; Malick Bowens as Farah; Stephen Kinyanjui as the Chief; Michael Gough as Lord Delamere; Suzanna Hamilton as Felicity, and the model Iman as Mariammo.	/m/01gltf	Iman_(model)	194	198	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
A favorite among his female clientele, Saint Laurent had numerous muses that inspired his work. Chief among these was Mounia-his oft used "bride" and 'Porgy and Bess' thematic Couture-garment model and frequent YSL cover-model in Women's Wear Daily and French Vogue. Other muses included Loulou de la Falaise, the daughter of a French marquis and an Anglo-Irish fashion model; Somali supermodel Iman, whom he once described as his "dream woman"; Betty Catroux, the half-Brazilian daughter of an American diplomat and wife of a French decorator; French actress Catherine Deneuve; Dutch actress Talitha Pol-Getty; Nicole Dorier, a YSL top model in 1978–83, who became one of his assistants in organizing his runway shows and, later, the "memory" of his house when it became a museum; Guinean-born Senegalese supermodel Katoucha Niane; Togolese-born supermodel Rebecca Ayoko; supermodel Laetitia Casta, who was the bride in his shows in 1997–2002.	Other muses included Loulou de la Falaise, the daughter of a French marquis and an Anglo-Irish fashion model; Somali supermodel Iman, whom he once described as his "dream woman"; Betty Catroux, the half-Brazilian daughter of an American diplomat and wife of a French decorator; French actress Catherine Deneuve; Dutch actress Talitha Pol-Getty; Nicole Dorier, a YSL top model in 1978–83, who became one of his assistants in organizing his runway shows and, later, the "memory" of his house when it became a museum; Guinean-born Senegalese supermodel Katoucha Niane; Togolese-born supermodel Rebecca Ayoko; supermodel Laetitia Casta, who was the bride in his shows in 1997–2002.	/m/01gltf	Iman_(model)	128	132	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
Iman plays the role of Martia, a shapeshifting alien on the prison planet Rura Penthe who leads Kirk and McCoy into a trap. When Flinn originally developed the character, he had in mind a space pirate which he described as the "dark side of Han Solo". Flinn imagined an actress like Sigourney Weaver in the role, who was "as different as night and day" from Iman. Meyer described Martia as "Kirk's dream woman", and when the makeup artists learned Iman was cast for the role they decided to enhance her graceful bird-like appearance with feathers. Yellow contact lenses completed the look.	Iman plays the role of Martia, a shapeshifting alien on the prison planet Rura Penthe who leads Kirk and McCoy into a trap.	/m/01gltf	Iman_(model)	0	4	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
Iman plays the role of Martia, a shapeshifting alien on the prison planet Rura Penthe who leads Kirk and McCoy into a trap. When Flinn originally developed the character, he had in mind a space pirate which he described as the "dark side of Han Solo". Flinn imagined an actress like Sigourney Weaver in the role, who was "as different as night and day" from Iman. Meyer described Martia as "Kirk's dream woman", and when the makeup artists learned Iman was cast for the role they decided to enhance her graceful bird-like appearance with feathers. Yellow contact lenses completed the look.	Flinn imagined an actress like Sigourney Weaver in the role, who was "as different as night and day" from Iman.	/m/01gltf	Iman_(model)	106	110	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
Iman plays the role of Martia, a shapeshifting alien on the prison planet Rura Penthe who leads Kirk and McCoy into a trap. When Flinn originally developed the character, he had in mind a space pirate which he described as the "dark side of Han Solo". Flinn imagined an actress like Sigourney Weaver in the role, who was "as different as night and day" from Iman. Meyer described Martia as "Kirk's dream woman", and when the makeup artists learned Iman was cast for the role they decided to enhance her graceful bird-like appearance with feathers. Yellow contact lenses completed the look.	Meyer described Martia as "Kirk's dream woman", and when the makeup artists learned Iman was cast for the role they decided to enhance her graceful bird-like appearance with feathers.	/m/01gltf	Iman_(model)	84	88	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
In April 2009, Rowland was featured on French DJ David Guetta's single "When Love Takes Over", which topped many charts in Europe and received a Grammy Award nomination for Best Dance Recording. In May 2009, Rowland was cast to host the first season of Bravo's reality competition series The Fashion Show alongside Isaac Mizrahi, but was replaced by fashion model Iman in the second season. In 2010, Rowland launched I Heart My Girlfriends, a charity that focuses on self-esteem, date violence prevention, community service, abstinence, sports, drugs and alcohol and smoking avoidance, obesity, disabilities, and education. In April 2010, Rowland toured Australia alongside Akon, Pitbull, Sean Paul, Jay Sean, and Eve for the Australian urban festival, Supafest. Later that month, her song "Everywhere You Go", featuring an all-star supergroup of international artists called Rhythm of Africa United, was released as the MTN theme song for the 2010 FIFA World Cup in South Africa. In October 2010, the American Society of Composers, Authors and Publishers (ASCAP) honored Rowland at the second annual ASCAP Presents Women Behind the Music, an event which recognizes women in all areas of the music industry. Rowland's first compilation album, Work: The Best of Kelly Rowland, was released on October 25, but failed to impact the charts.	In May 2009, Rowland was cast to host the first season of Bravo's reality competition series The Fashion Show alongside Isaac Mizrahi, but was replaced by fashion model Iman in the second season.	/m/01gltf	Iman_(model)	169	173	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
In 2009, Mizrahi began co-hosting the first season of The Fashion Show on Bravo TV with singer Kelly Rowland. Bravo launched the series to replace its former hit Project Runway, which now moved to the Lifetime network. Mizrahi returned as co-host in November 2010 for the show's second season, opposite close friend and colleague, supermodel Iman, who previously hosted the Canadian version of Project Runway. A representative of the network indicated that Bravo believed Mizrahi's exciting presenting style would work well with newcomer Iman and the credibility that she brings to the table as a genuine pioneer in the fashion world.	Mizrahi returned as co-host in November 2010 for the show's second season, opposite close friend and colleague, supermodel Iman, who previously hosted the Canadian version of Project Runway.	/m/01gltf	Iman_(model)	123	127	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
In 2009, Mizrahi began co-hosting the first season of The Fashion Show on Bravo TV with singer Kelly Rowland. Bravo launched the series to replace its former hit Project Runway, which now moved to the Lifetime network. Mizrahi returned as co-host in November 2010 for the show's second season, opposite close friend and colleague, supermodel Iman, who previously hosted the Canadian version of Project Runway. A representative of the network indicated that Bravo believed Mizrahi's exciting presenting style would work well with newcomer Iman and the credibility that she brings to the table as a genuine pioneer in the fashion world.	A representative of the network indicated that Bravo believed Mizrahi's exciting presenting style would work well with newcomer Iman and the credibility that she brings to the table as a genuine pioneer in the fashion world.	/m/01gltf	Iman_(model)	128	132	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
On 9 January 1997, the day after Bowie turned 50, Bowie held a 50th birthday concert for himself, performing tracks off his Earthling album as well as a selection of songs from his back catalogue. Bowie was joined onstage to perform many of the songs by artists including Billy Corgan (of The Smashing Pumpkins), Foo Fighters, Sonic Youth, Frank Black, and Robert Smith (of The Cure). Other non-performing guests included Beck, Moby, Julian Schnabel and Iman. Artist Tony Oursler designed some of the artwork for the video backdrop that played behind the band onstage. The event was recorded for a pay-per-view special commemorating the event.	Other non-performing guests included Beck, Moby, Julian Schnabel and Iman.	/m/01gltf	Iman_(model)	69	73	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
While living with Grace Jones in her New York City apartment, Lundgren dabbled in modeling at the Zoli Agency but was described as "a bit too tall and muscular for a model's size 40". He earned a living as a bouncer at the Manhattan nightclub The Limelight; housed in a former Episcopal Church of the Holy Communion, working with Chazz Palminteri. In the daytime, Lundgren commenced studying drama at the Warren Robertson Theatre Workshop and has said that "my time in New York City opened up my adolescent Swedish eyes to a multitude of different people and lifestyles, mostly in the arts. I hung out with Andy Warhol, Keith Haring, Iman and Steve Rubell, danced at Studio 54, and studied acting with Andie MacDowell and Tom Hulce." Because of his height of 6 feet 5 1/2 inches (197 cm), muscular frame and distinctive looks, he stood out, and was encouraged by friends that he could make it in movies. He would later quit studying at the Massachusetts Institute of Technology after two weeks to pursue acting.	I hung out with Andy Warhol, Keith Haring, Iman and Steve Rubell, danced at Studio 54, and studied acting with Andie MacDowell and Tom Hulce.	/m/01gltf	Iman_(model)	43	47	/base/fashionmodels/fashion_model,/book/author,/film/actor,/people/person,/tv/tv_actor,/tv/tv_personality
Ed Schultz is known around the country as the host of progressive talk radio show The Ed Schultz Show, and The Ed Show on MSNBC. Shadoe Stevens hosted American Top 40 from 1988 to 1995. Josh Duhamel is an Emmy Award-winning actor known for his roles in All My Children and Las Vegas. Nicole Linkletter and CariDee English were winning contestants of Cycles 5 and 7, respectively, of America's Next Top Model. Kellan Lutz has appeared in movies such as Stick It, Accepted, Prom Night, and Twilight.	Nicole Linkletter and CariDee English were winning contestants of Cycles 5 and 7, respectively, of America's Next Top Model.	/m/097r22	Nicole_Linkletter	0	17	/base/fashionmodels/fashion_model,/people/person,/tv/tv_personality
Alumni who have become notable through literature include the Pulitzer Prize-winning playwright and author Maxwell Anderson, Rhodes scholar and poet Thomas McGrath, essayist and journalist Chuck Klosterman, and novelist Jon Hassler. UND graduates have become editors of major magazines: Carroll Eugene Simcox of The Living Church, former Ebony editor Era Bell Thompson and former LIFE editor Edward K. Thompson. Alumni who have become notable in arts and entertainment include actor Sam Anderson and America's Next Top Model winner Nicole Linkletter.	Alumni who have become notable in arts and entertainment include actor Sam Anderson and America's Next Top Model winner Nicole Linkletter.	/m/097r22	Nicole_Linkletter	120	137	/base/fashionmodels/fashion_model,/people/person,/tv/tv_personality
Benza dated fashion model Kara Young from 1998 to 2001. During a phone call with her and Donald Trump on the Howard Stern Show on May 10, 2001, the three of them argued about whether or not she left A. J. for Donald.	Benza dated fashion model Kara Young from 1998 to 2001.	/m/05d1n8f	Kara_Young	26	36	/base/fashionmodels/fashion_model,/base/siswimsuitmodels/si_swimsuit_model,/celebrities/celebrity,/film/actor,/people/measured_person,/people/person
Nadeeka Perera, a fashion model from Sri Lanka	Nadeeka Perera, a fashion model from Sri Lanka	/m/03c3b_k	Nadeeka_Perera	0	14	/base/fashionmodels/fashion_model,/people/person
